Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2
ODI # 1096,Sri Lanka,West Indies,Winner1stInning,Port of Spain,"Apr 13, 1996",Sri Lanka,West Indies,Away,Home,First,Second
ODI # 1097,South Africa,India,Winner1stInning,Sharjah,"Apr 14, 1996",South Africa,U.A.E.,Neutral,Neutral,First,Second
ODI # 1098,Pakistan,India,Winner1stInning,Sharjah,"Apr 15, 1996",India,U.A.E.,Neutral,Neutral,Second,First
ODI # 1099,South Africa,Pakistan,Winner2ndInning,Sharjah,"Apr 16, 1996",South Africa,U.A.E.,Neutral,Neutral,Second,First
ODI # 1100,South Africa,India,Winner2ndInning,Sharjah,"Apr 17, 1996",South Africa,U.A.E.,Neutral,Neutral,Second,First
ODI # 1101,South Africa,India,Winner1stInning,Sharjah,"Apr 19, 1996",South Africa,U.A.E.,Neutral,Neutral,First,Second
ODI # 1103,India,England,Winner2ndInning,Leeds,"May 25, 1996",England,England,Away,Home,First,Second
ODI # 1104,India,England,Winner2ndInning,Manchester,"May 26-27, 1996",England,England,Away,Home,First,Second
ODI # 1105,Zimbabwe,Australia,Winner1stInning,Colombo,"Aug 26, 1996",Australia,Sri Lanka,Neutral,Neutral,Second,First
ODI # 1106,India,Sri Lanka,Winner2ndInning,Colombo,"Aug 28, 1996",Sri Lanka,Sri Lanka,Away,Home,First,Second
ODI # 1107,Pakistan,England,Winner2ndInning,Manchester,"Aug 29, 1996",England,England,Away,Home,First,Second
ODI # 1108,Australia,Sri Lanka,Winner2ndInning,Colombo,"Aug 30, 1996",Sri Lanka,Sri Lanka,Away,Home,First,Second
ODI # 1109,Pakistan,England,Winner1stInning,Birmingham,"Aug 31, 1996",England,England,Away,Home,Second,First
ODI # 1110,Zimbabwe,India,Winner2ndInning,Colombo,"Sep 1, 1996",India,Sri Lanka,Neutral,Neutral,First,Second
ODI # 1111,Pakistan,England,Winner2ndInning,Nottingham,"Sep 1, 1996",Pakistan,England,Away,Home,Second,First
ODI # 1112,Zimbabwe,Sri Lanka,Winner2ndInning,Colombo,"Sep 3, 1996",Sri Lanka,Sri Lanka,Away,Home,First,Second
ODI # 1113,India,Australia,Winner2ndInning,Colombo,"Sep 6, 1996",Australia,Sri Lanka,Neutral,Neutral,First,Second
ODI # 1114,Australia,Sri Lanka,Winner1stInning,Colombo,"Sep 7, 1996",Sri Lanka,Sri Lanka,Away,Home,Second,First
ODI # 1115,Pakistan,India,Winner2ndInning,Toronto,"Sep 16, 1996",India,Canada,Neutral,Neutral,First,Second
ODI # 1116,Pakistan,India,Winner2ndInning,Toronto,"Sep 17, 1996",Pakistan,Canada,Neutral,Neutral,Second,First
ODI # 1117,Pakistan,India,Winner1stInning,Toronto,"Sep 18, 1996",India,Canada,Neutral,Neutral,Second,First
ODI # 1118,Pakistan,India,Winner1stInning,Toronto,"Sep 21, 1996",Pakistan,Canada,Neutral,Neutral,First,Second
ODI # 1119,Pakistan,India,Winner1stInning,Toronto,"Sep 23, 1996",Pakistan,Canada,Neutral,Neutral,First,Second
ODI # 1120,Sri Lanka,Kenya,Winner2ndInning,Nairobi,"Sep 28, 1996",Sri Lanka,Kenya,Away,Home,Second,First
ODI # 1121,South Africa,Pakistan,Winner1stInning,Nairobi,"Sep 29, 1996",South Africa,Kenya,Neutral,Neutral,First,Second
ODI # 1122,Sri Lanka,South Africa,Winner2ndInning,Nairobi,"Oct 1, 1996",Sri Lanka,Kenya,Neutral,Neutral,Second,First
ODI # 1123,Pakistan,Kenya,Winner2ndInning,Nairobi,"Oct 2, 1996",Pakistan,Kenya,Away,Home,Second,First
ODI # 1124,South Africa,Kenya,Winner1stInning,Nairobi,"Oct 3, 1996",South Africa,Kenya,Away,Home,First,Second
ODI # 1125,Sri Lanka,Pakistan,Winner1stInning,Nairobi,"Oct 4, 1996",Pakistan,Kenya,Neutral,Neutral,Second,First
ODI # 1126,South Africa,Pakistan,Winner2ndInning,Nairobi,"Oct 6, 1996",South Africa,Kenya,Neutral,Neutral,Second,First
ODI # 1127,South Africa,India,Winner1stInning,Hyderabad,"Oct 17, 1996",South Africa,India,Away,Home,First,Second
ODI # 1128,South Africa,Australia,Winner2ndInning,Indore,"Oct 19, 1996",South Africa,India,Neutral,Neutral,Second,First
ODI # 1129,Australia,India,Winner2ndInning,Bengaluru,"Oct 21, 1996",India,India,Away,Home,First,Second
ODI # 1130,South Africa,India,Winner1stInning,Jaipur,"Oct 23, 1996",South Africa,India,Away,Home,First,Second
ODI # 1131,South Africa,Australia,Winner2ndInning,Faridabad,"Oct 25, 1996",South Africa,India,Neutral,Neutral,Second,First
ODI # 1132,South Africa,India,Winner2ndInning,Rajkot,"Oct 29, 1996",South Africa,India,Away,Home,Second,First
ODI # 1133,Zimbabwe,Pakistan,Winner2ndInning,Quetta,"Oct 30, 1996",Pakistan,Pakistan,Away,Home,First,Second
ODI # 1134,South Africa,Australia,Winner2ndInning,Guwahati,"Nov 1, 1996",South Africa,India,Neutral,Neutral,Second,First
ODI # 1135,Zimbabwe,Pakistan,Winner2ndInning,Lahore,"Nov 1, 1996",Pakistan,Pakistan,Away,Home,First,Second
ODI # 1136,Zimbabwe,Pakistan,Winner1stInning,Peshawar,"Nov 3, 1996",Pakistan,Pakistan,Away,Home,Second,First
ODI # 1137,Australia,India,Winner1stInning,Mohali,"Nov 3, 1996",India,India,Away,Home,Second,First
ODI # 1138,South Africa,India,Winner1stInning,Mumbai,"Nov 6, 1996",India,India,Away,Home,Second,First
ODI # 1139,Sri Lanka,New Zealand,Winner1stInning,Sharjah,"Nov 7, 1996",New Zealand,U.A.E.,Neutral,Neutral,Second,First
ODI # 1140,Sri Lanka,Pakistan,Winner1stInning,Sharjah,"Nov 8, 1996",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second
ODI # 1141,Pakistan,New Zealand,Winner2ndInning,Sharjah,"Nov 10, 1996",Pakistan,U.A.E.,Neutral,Neutral,Second,First
ODI # 1143,Sri Lanka,Pakistan,Winner2ndInning,Sharjah,"Nov 12, 1996",Pakistan,U.A.E.,Neutral,Neutral,First,Second
ODI # 1144,Pakistan,New Zealand,Winner2ndInning,Sharjah,"Nov 13, 1996",Pakistan,U.A.E.,Neutral,Neutral,Second,First
ODI # 1145,Pakistan,New Zealand,Winner1stInning,Sharjah,"Nov 15, 1996",Pakistan,U.A.E.,Neutral,Neutral,First,Second
ODI # 1146,New Zealand,Pakistan,Winner1stInning,Gujranwala,"Dec 4, 1996",Pakistan,Pakistan,Away,Home,Second,First
ODI # 1147,West Indies,Australia,Winner2ndInning,Melbourne,"Dec 6, 1996",Australia,Australia,Away,Home,First,Second
ODI # 1148,New Zealand,Pakistan,Winner1stInning,Sialkot,"Dec 6, 1996",Pakistan,Pakistan,Away,Home,Second,First
ODI # 1149,West Indies,Australia,Winner2ndInning,Sydney,"Dec 8, 1996",Australia,Australia,Away,Home,First,Second
ODI # 1150,New Zealand,Pakistan,Winner2ndInning,Karachi,"Dec 8, 1996",New Zealand,Pakistan,Away,Home,Second,First
ODI # 1151,South Africa,India,Winner1stInning,Mumbai,"Dec 14, 1996",India,India,Away,Home,Second,First
ODI # 1152,Pakistan,Australia,Winner1stInning,Adelaide,"Dec 15, 1996",Pakistan,Australia,Away,Home,First,Second
ODI # 1153,England,Zimbabwe,Winner2ndInning,Bulawayo,"Dec 15, 1996",Zimbabwe,Zimbabwe,Away,Home,First,Second
ODI # 1154,West Indies,Pakistan,Winner2ndInning,Adelaide,"Dec 17, 1996",West Indies,Australia,Neutral,Neutral,Second,First
ODI # 1155,Pakistan,Australia,Winner2ndInning,Sydney,"Jan 1, 1997",Pakistan,Australia,Away,Home,Second,First
ODI # 1156,England,Zimbabwe,Winner1stInning,Harare,"Jan 1, 1997",Zimbabwe,Zimbabwe,Away,Home,Second,First
ODI # 1157,West Indies,Pakistan,Winner2ndInning,Brisbane,"Jan 3, 1997",West Indies,Australia,Neutral,Neutral,Second,First
ODI # 1158,England,Zimbabwe,Winner1stInning,Harare,"Jan 3, 1997",Zimbabwe,Zimbabwe,Away,Home,Second,First
ODI # 1159,West Indies,Australia,Winner2ndInning,Brisbane,"Jan 5, 1997",West Indies,Australia,Away,Home,Second,First
ODI # 1160,Pakistan,Australia,Winner1stInning,Hobart,"Jan 7, 1997",Pakistan,Australia,Away,Home,First,Second
ODI # 1161,West Indies,Pakistan,Winner2ndInning,Perth,"Jan 10, 1997",West Indies,Australia,Neutral,Neutral,Second,First
ODI # 1162,West Indies,Australia,Winner2ndInning,Perth,"Jan 12, 1997",West Indies,Australia,Away,Home,Second,First
ODI # 1163,West Indies,Pakistan,Winner2ndInning,Sydney,"Jan 14, 1997",Pakistan,Australia,Neutral,Neutral,First,Second
ODI # 1164,Pakistan,Australia,Winner2ndInning,Melbourne,"Jan 16, 1997",Australia,Australia,Away,Home,First,Second
ODI # 1165,West Indies,Pakistan,Winner2ndInning,Sydney,"Jan 18, 1997",Pakistan,Australia,Neutral,Neutral,First,Second
ODI # 1166,West Indies,Pakistan,Winner1stInning,Melbourne,"Jan 20, 1997",Pakistan,Australia,Neutral,Neutral,Second,First
ODI # 1167,India,South Africa,Winner1stInning,Bloemfontein,"Jan 23, 1997",South Africa,South Africa,Away,Home,Second,First
ODI # 1168,Zimbabwe,South Africa,Winner2ndInning,Centurion,"Jan 25, 1997",South Africa,South Africa,Away,Home,First,Second
ODI # 1170,Zimbabwe,South Africa,Winner2ndInning,Cape Town,"Jan 29, 1997",South Africa,South Africa,Away,Home,First,Second
ODI # 1171,Zimbabwe,South Africa,Winner2ndInning,Johannesburg,"Jan 31, 1997",South Africa,South Africa,Away,Home,First,Second
ODI # 1172,India,South Africa,Winner2ndInning,Port Elizabeth,"Feb 2, 1997",South Africa,South Africa,Away,Home,First,Second
ODI # 1173,India,South Africa,Winner2ndInning,East London,"Feb 4, 1997",South Africa,South Africa,Away,Home,First,Second
ODI # 1174,Zimbabwe,India,Winner2ndInning,Centurion,"Feb 7, 1997",Zimbabwe,South Africa,Neutral,Neutral,Second,First
ODI # 1175,Zimbabwe,India,Winner2ndInning,Benoni,"Feb 9, 1997",India,South Africa,Neutral,Neutral,First,Second
ODI # 1177,India,South Africa,Winner1stInning,Durban,"Feb 13, 1997",South Africa,South Africa,Away,Home,Second,First
ODI # 1178,India,Zimbabwe,Winner2ndInning,Bulawayo,"Feb 15, 1997",Zimbabwe,Zimbabwe,Away,Home,First,Second
ODI # 1179,England,New Zealand,Winner2ndInning,Christchurch,"Feb 20, 1997",England,New Zealand,Away,Home,Second,First
ODI # 1180,England,New Zealand,Winner2ndInning,Auckland,"Feb 23, 1997",England,New Zealand,Away,Home,Second,First
ODI # 1182,England,New Zealand,Winner1stInning,Auckland,"Mar 2, 1997",New Zealand,New Zealand,Away,Home,Second,First
ODI # 1183,England,New Zealand,Winner1stInning,Wellington,"Mar 4, 1997",New Zealand,New Zealand,Away,Home,Second,First
ODI # 1184,Sri Lanka,New Zealand,Winner2ndInning,Christchurch,"Mar 25, 1997",Sri Lanka,New Zealand,Away,Home,Second,First
ODI # 1185,Sri Lanka,New Zealand,Winner1stInning,Wellington,"Mar 27, 1997",New Zealand,New Zealand,Away,Home,Second,First
ODI # 1186,Australia,South Africa,Winner2ndInning,East London,"Mar 29, 1997",South Africa,South Africa,Away,Home,First,Second
ODI # 1187,Australia,South Africa,Winner2ndInning,Port Elizabeth,"Mar 31, 1997",Australia,South Africa,Away,Home,Second,First
ODI # 1188,Australia,South Africa,Winner1stInning,Cape Town,"Apr 2, 1997",South Africa,South Africa,Away,Home,Second,First
ODI # 1189,Zimbabwe,Sri Lanka,Winner2ndInning,Sharjah,"Apr 3, 1997",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second
ODI # 1190,Sri Lanka,Pakistan,Winner1stInning,Sharjah,"Apr 4, 1997",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second
ODI # 1191,Australia,South Africa,Winner1stInning,Durban,"Apr 5, 1997",Australia,South Africa,Away,Home,First,Second
ODI # 1192,Zimbabwe,Pakistan,Winner1stInning,Sharjah,"Apr 6, 1997",Pakistan,U.A.E.,Neutral,Neutral,Second,First
ODI # 1193,Sri Lanka,Pakistan,Winner1stInning,Sharjah,"Apr 7, 1997",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second
ODI # 1194,Zimbabwe,Sri Lanka,Winner1stInning,Sharjah,"Apr 8, 1997",Zimbabwe,U.A.E.,Neutral,Neutral,First,Second
ODI # 1195,Australia,South Africa,Winner1stInning,Johannesburg,"Apr 8, 1997",Australia,South Africa,Away,Home,First,Second
ODI # 1196,Zimbabwe,Pakistan,Winner1stInning,Sharjah,"Apr 9, 1997",Pakistan,U.A.E.,Neutral,Neutral,Second,First
ODI # 1197,Australia,South Africa,Winner2ndInning,Centurion,"Apr 10, 1997",Australia,South Africa,Away,Home,Second,First
ODI # 1198,Sri Lanka,Pakistan,Winner2ndInning,Sharjah,"Apr 11, 1997",Sri Lanka,U.A.E.,Neutral,Neutral,Second,First
ODI # 1199,Australia,South Africa,Winner1stInning,Bloemfontein,"Apr 13, 1997",South Africa,South Africa,Away,Home,Second,First
ODI # 1200,India,West Indies,Winner2ndInning,Port of Spain,"Apr 26, 1997",West Indies,West Indies,Away,Home,First,Second
ODI # 1201,India,West Indies,Winner2ndInning,Port of Spain,"Apr 27, 1997",India,West Indies,Away,Home,Second,First
ODI # 1202,India,West Indies,Winner1stInning,Kingstown,"Apr 30, 1997",West Indies,West Indies,Away,Home,Second,First
ODI # 1203,India,West Indies,Winner2ndInning,Bridgetown,"May 3, 1997",West Indies,West Indies,Away,Home,First,Second
ODI # 1204,Pakistan,New Zealand,Winner1stInning,Mohali,"May 9, 1997",New Zealand,,Neutral,Neutral,Second,First
ODI # 1205,Sri Lanka,Pakistan,Winner1stInning,Gwalior,"May 12, 1997",Pakistan,India,Neutral,Neutral,Second,First
ODI # 1206,New Zealand,India,Winner2ndInning,Bengaluru,"May 14, 1997",India,India,Away,Home,First,Second
ODI # 1207,Sri Lanka,India,Winner2ndInning,Mumbai,"May 17, 1997",Sri Lanka,India,Away,Home,Second,First
ODI # 1208,Sri Lanka,New Zealand,Winner1stInning,Hyderabad,"May 20, 1997",Sri Lanka,India,Neutral,Neutral,First,Second
ODI # 1209,Pakistan,India,Winner1stInning,Chennai,"May 21, 1997",Pakistan,India,Away,Home,First,Second
ODI # 1210,Australia,England,Winner2ndInning,Leeds,"May 22, 1997",England,England,Away,Home,First,Second
ODI # 1212,Sri Lanka,Pakistan,Winner1stInning,Mohali,"May 24, 1997",Sri Lanka,,Neutral,Neutral,First,Second
ODI # 1211,Australia,England,Winner2ndInning,The Oval,"May 24, 1997",England,England,Away,Home,First,Second
ODI # 1213,Australia,England,Winner2ndInning,Lord's,"May 25, 1997",England,England,Away,Home,First,Second
ODI # 1214,Sri Lanka,Pakistan,Winner1stInning,Kolkata,"May 27, 1997",Sri Lanka,India,Neutral,Neutral,First,Second
ODI # 1215,Sri Lanka,West Indies,Winner1stInning,Port of Spain,"Jun 6, 1997",West Indies,West Indies,Away,Home,Second,First
ODI # 1216,Pakistan,Sri Lanka,Winner1stInning,Colombo,"Jul 14, 1997",Sri Lanka,Sri Lanka,Away,Home,Second,First
ODI # 1217,Pakistan,Bangladesh,Winner1stInning,Colombo,"Jul 16, 1997",Pakistan,Sri Lanka,Neutral,Neutral,First,Second
ODI # 1218,India,Sri Lanka,Winner2ndInning,Colombo,"Jul 18, 1997",Sri Lanka,Sri Lanka,Away,Home,First,Second
ODI # 1220,Bangladesh,Sri Lanka,Winner1stInning,Colombo,"Jul 22, 1997",Sri Lanka,Sri Lanka,Away,Home,Second,First
ODI # 1221,India,Bangladesh,Winner2ndInning,Colombo,"Jul 24, 1997",India,Sri Lanka,Neutral,Neutral,Second,First
ODI # 1222,India,Sri Lanka,Winner2ndInning,Colombo,"Jul 26, 1997",Sri Lanka,Sri Lanka,Away,Home,First,Second
ODI # 1223,India,Sri Lanka,Winner1stInning,Colombo,"Aug 17, 1997",Sri Lanka,Sri Lanka,Away,Home,Second,First
ODI # 1224,India,Sri Lanka,Winner2ndInning,Colombo,"Aug 20, 1997",Sri Lanka,Sri Lanka,Away,Home,First,Second
ODI # 1226,India,Sri Lanka,Winner1stInning,Colombo,"Aug 24, 1997",Sri Lanka,Sri Lanka,Away,Home,Second,First
ODI # 1227,Pakistan,India,Winner1stInning,Toronto,"Sep 13, 1997",India,Canada,Neutral,Neutral,Second,First
ODI # 1228,Pakistan,India,Winner2ndInning,Toronto,"Sep 14, 1997",India,Canada,Neutral,Neutral,First,Second
ODI # 1230,Pakistan,India,Winner1stInning,Toronto,"Sep 18, 1997",India,Canada,Neutral,Neutral,Second,First
ODI # 1231,Pakistan,India,Winner2ndInning,Toronto,"Sep 20, 1997",India,Canada,Neutral,Neutral,First,Second
ODI # 1232,Pakistan,India,Winner2ndInning,Toronto,"Sep 21, 1997",Pakistan,Canada,Neutral,Neutral,Second,First
ODI # 1233,India,Pakistan,Winner2ndInning,Hyderabad,"Sep 28, 1997",Pakistan,India,Home,Away,First,Second
ODI # 1234,India,Pakistan,Winner2ndInning,Karachi,"Sep 30, 1997",India,Pakistan,Away,Home,Second,First
ODI # 1236,India,Pakistan,Winner2ndInning,Lahore,"Oct 2, 1997",Pakistan,Pakistan,Away,Home,First,Second
ODI # 1237,New Zealand,Zimbabwe,Winner2ndInning,Harare,"Oct 4, 1997",Zimbabwe,Zimbabwe,Away,Home,First,Second
ODI # 1238,New Zealand,Zimbabwe,Winner1stInning,Harare,"Oct 5, 1997",New Zealand,Zimbabwe,Away,Home,First,Second
ODI # 1239,Bangladesh,Kenya,Winner1stInning,Nairobi,"Oct 10, 1997",Kenya,Kenya,Away,Home,Second,First
ODI # 1240,Zimbabwe,Bangladesh,Winner1stInning,Nairobi,"Oct 11, 1997",Zimbabwe,Kenya,Neutral,Neutral,First,Second
ODI # 1241,Zimbabwe,Kenya,Winner2ndInning,Nairobi,"Oct 12, 1997",Zimbabwe,Kenya,Away,Home,Second,First
ODI # 1242,Zimbabwe,Bangladesh,Winner1stInning,Nairobi,"Oct 14, 1997",Zimbabwe,Kenya,Neutral,Neutral,First,Second
ODI # 1243,Bangladesh,Kenya,Winner2ndInning,Nairobi,"Oct 15, 1997",Kenya,Kenya,Away,Home,First,Second
ODI # 1244,Zimbabwe,Kenya,Winner2ndInning,Nairobi,"Oct 16, 1997",Zimbabwe,Kenya,Away,Home,Second,First
ODI # 1245,Zimbabwe,Kenya,Winner1stInning,Nairobi,"Oct 18, 1997",Zimbabwe,Kenya,Away,Home,First,Second
ODI # 1246,Zimbabwe,Kenya,Winner1stInning,Nairobi,"Oct 19, 1997",Zimbabwe,Kenya,Away,Home,First,Second
ODI # 1247,West Indies,Sri Lanka,Winner2ndInning,Lahore,"Nov 1, 1997",Sri Lanka,Pakistan,Neutral,Neutral,First,Second
ODI # 1248,South Africa,Pakistan,Winner1stInning,Lahore,"Nov 2, 1997",South Africa,Pakistan,Away,Home,First,Second
ODI # 1249,West Indies,South Africa,Winner2ndInning,Lahore,"Nov 3, 1997",South Africa,Pakistan,Neutral,Neutral,First,Second
ODI # 1250,West Indies,Pakistan,Winner2ndInning,Lahore,"Nov 4, 1997",Pakistan,Pakistan,Away,Home,First,Second
ODI # 1251,Sri Lanka,Pakistan,Winner2ndInning,Lahore,"Nov 5, 1997",Sri Lanka,Pakistan,Away,Home,Second,First
ODI # 1252,Sri Lanka,South Africa,Winner1stInning,Lahore,"Nov 6, 1997",South Africa,Pakistan,Neutral,Neutral,Second,First
ODI # 1253,Sri Lanka,South Africa,Winner2ndInning,Lahore,"Nov 8, 1997",South Africa,Pakistan,Neutral,Neutral,First,Second
ODI # 1254,South Africa,Australia,Winner1stInning,Sydney,"Dec 4, 1997",South Africa,Australia,Away,Home,First,Second
ODI # 1255,South Africa,New Zealand,Winner1stInning,Adelaide,"Dec 6, 1997",New Zealand,Australia,Neutral,Neutral,Second,First
ODI # 1256,New Zealand,Australia,Winner2ndInning,Adelaide,"Dec 7, 1997",Australia,Australia,Away,Home,First,Second
ODI # 1257,South Africa,Australia,Winner1stInning,Melbourne,"Dec 9, 1997",South Africa,Australia,Away,Home,First,Second
ODI # 1258,South Africa,New Zealand,Winner1stInning,Hobart,"Dec 11, 1997",South Africa,Australia,Neutral,Neutral,First,Second
ODI # 1259,India,England,Winner1stInning,Sharjah,"Dec 11, 1997",England,U.A.E.,Neutral,Neutral,Second,First
ODI # 1260,West Indies,Pakistan,Winner1stInning,Sharjah,"Dec 12, 1997",West Indies,U.A.E.,Neutral,Neutral,First,Second
ODI # 1261,West Indies,England,Winner2ndInning,Sharjah,"Dec 13, 1997",England,U.A.E.,Neutral,Neutral,First,Second
ODI # 1262,Pakistan,India,Winner2ndInning,Sharjah,"Dec 14, 1997",Pakistan,U.A.E.,Neutral,Neutral,Second,First
ODI # 1263,Pakistan,England,Winner1stInning,Sharjah,"Dec 15, 1997",England,U.A.E.,Neutral,Neutral,Second,First
ODI # 1264,West Indies,India,Winner1stInning,Sharjah,"Dec 16, 1997",West Indies,U.A.E.,Neutral,Neutral,First,Second
ODI # 1265,New Zealand,Australia,Winner2ndInning,Melbourne,"Dec 17, 1997",Australia,Australia,Away,Home,First,Second
ODI # 1266,West Indies,England,Winner2ndInning,Sharjah,"Dec 19, 1997",England,U.A.E.,Neutral,Neutral,First,Second
ODI # 1267,Sri Lanka,India,Winner2ndInning,Guwahati,"Dec 22, 1997",India,India,Away,Home,First,Second
ODI # 1269,Sri Lanka,India,Winner2ndInning,Margao,"Dec 28, 1997",Sri Lanka,India,Away,Home,Second,First
ODI # 1270,South Africa,New Zealand,Winner1stInning,Brisbane,"Jan 9, 1998",South Africa,Australia,Neutral,Neutral,First,Second
ODI # 1271,India,Bangladesh,Winner2ndInning,Dhaka,"Jan 10, 1998",India,Bangladesh,Away,Home,Second,First
ODI # 1273,Pakistan,India,Winner1stInning,Dhaka,"Jan 11, 1998",India,Bangladesh,Neutral,Neutral,Second,First
ODI # 1272,South Africa,Australia,Winner2ndInning,Brisbane,"Jan 11, 1998",South Africa,Australia,Away,Home,Second,First
ODI # 1274,Pakistan,Bangladesh,Winner2ndInning,Dhaka,"Jan 12, 1998",Pakistan,Bangladesh,Away,Home,Second,First
ODI # 1276,Pakistan,India,Winner2ndInning,Dhaka,"Jan 14, 1998",India,Bangladesh,Neutral,Neutral,First,Second
ODI # 1275,New Zealand,Australia,Winner1stInning,Sydney,"Jan 14, 1998",Australia,Australia,Away,Home,Second,First
ODI # 1277,Pakistan,India,Winner2ndInning,Dhaka,"Jan 16, 1998",Pakistan,Bangladesh,Neutral,Neutral,Second,First
ODI # 1278,South Africa,New Zealand,Winner1stInning,Perth,"Jan 16, 1998",South Africa,Australia,Neutral,Neutral,First,Second
ODI # 1279,Pakistan,India,Winner2ndInning,Dhaka,"Jan 18, 1998",India,Bangladesh,Neutral,Neutral,First,Second
ODI # 1280,South Africa,Australia,Winner2ndInning,Perth,"Jan 18, 1998",South Africa,Australia,Away,Home,Second,First
ODI # 1281,New Zealand,Australia,Winner2ndInning,Melbourne,"Jan 21, 1998",New Zealand,Australia,Away,Home,Second,First
ODI # 1282,Zimbabwe,Sri Lanka,Winner2ndInning,Colombo,"Jan 22, 1998",Sri Lanka,Sri Lanka,Away,Home,First,Second
ODI # 1283,South Africa,Australia,Winner1stInning,Melbourne,"Jan 23, 1998",South Africa,Australia,Away,Home,First,Second
